	n train	train time	train C	test C	train brier	test brier
60	2000	2.94	0.757376673194661	0.7009040375388392	0.09581032730508643	0.10333059577174342
61	2000	1.54	0.7390129278494807	0.6692606913515156	0.16752859935197975	0.19234800138156813
62	2000	1.54	0.7378989002106865	0.6645996923636148	0.12633789539303397	0.13606675060911463
63	2000	1.64	0.7666692061466526	0.6797344386100502	0.15421513005477425	0.1881332016820948
64	2000	1.54	0.7320527169592275	0.6669479021439898	0.17136636191641105	0.19636713476871323
65	2000	1.64	0.769291287117195	0.6736992955951324	0.15343188590060702	0.18937697404591824
66	2000	1.64	0.7684426036395163	0.6835023746300437	0.1497020570548509	0.18419832896438584
67	2000	1.64	0.7792129185373554	0.6837163497299616	0.1192094381683964	0.13846523053148335
68	2000	1.63	0.7570029821162152	0.6707251288060422	0.1570694477412703	0.19365083188455
69	2000	1.53	0.7379469268288065	0.6658510257159166	0.16899844872156294	0.19416330897055542
70	2000	1.54	0.7370918499012351	0.6789456050327408	0.13177340739941368	0.14015671578866837
71	2000	1.58	0.7486500527290422	0.6736087118350585	0.1619700955462905	0.19298301890599334
72	2000	1.59	0.7542948386461478	0.6686974461766976	0.14364920035999224	0.1632217569422778
73	2000	1.54	0.7402353841851028	0.6707469037483677	0.14345682378565955	0.15940684474316694
74	2000	1.99	0.781808177051493	0.6789119264552774		
75	2000	1.49	0.7154097833018853	0.6730907585402776	0.18111778388988578	0.1927436172236967
76	2000	1.74	0.7305251978688311	0.6737736207316032	0.15236195181494824	0.16484094751431771
77	2000	1.59	0.7382633761613391	0.6574278973593092	0.17005387861643106	0.19730701844574178
78	2000	1.59	0.7470780056996742	0.6724363489402571	0.14959674428029401	0.16631305523534431
79	2000	1.69	0.7728507375940864	0.6697107068262412	0.07658872535452474	0.08422412454910698
80	5000	6.11	0.788990885096758	0.7145967019382021		
81	5000	3.39	0.7497117940736935	0.6880574022319607	0.11848146465598403	0.1285051998092438
82	5000	3.66	0.7848024258902819	0.7027011961120986		
83	5000	4.18	0.765435357701068	0.7070646042215516	0.12739766412404224	0.1488693107625369
84	5000	3.28	0.7356481550585378	0.6917341738267516	0.15847569068008632	0.1689352737565918
85	5000	3.58	0.7729754539530395	0.6961257441949456	0.1469425517658112	0.18300207382822162
86	5000	3.37	0.7546149907895788	0.6971732640870811		
87	5000	3.47	0.7734671052338972	0.6980802630180767	0.13989021868367538	0.17165586349451148
88	5000	3.27	0.7482229758962402	0.6934488779517386	0.14783228971804005	0.16165047046043224
89	5000	3.26	0.7469595326241829	0.6896954585599621	0.16099471182800404	0.18535126780912015
90	5000	3.37	0.7429626759835336	0.6939981871634683	0.16190996612338457	0.18369147992383328
91	5000	3.27	0.7428945195555028	0.6942374211964837	0.11468553871184614	0.1229717161078577
92	5000	3.26	0.7383986569522472	0.6870847881414245	0.1404882972772688	0.1532447384052162
93	5000	3.46	0.7732845857766879	0.7015265105567824	0.1334556506777572	0.15853802303721085
94	5000	3.36	0.7604513625049752	0.6974232404249772	0.1564155026782226	0.1811679251088195
95	5000	3.26	0.733546165712134	0.6923845187708713		
96	5000	3.46	0.7682068015984718	0.6958394762865071	0.1431869954068779	0.16937676432158758
97	5000	3.27	0.7299595512745066	0.6979937439139037	0.16816706420705735	0.1799872870884431
98	5000	3.26	0.731590866996768	0.6936753373519231	0.1641794391243097	0.17684766026231113
99	5000	3.37	0.753005341397525	0.6948447969210813	0.07276982310587317	0.08132564722881923
